"ID","AgeRange","Job","ZipCode","Male"
2978,35,"writer","45236",1
2979,35,"artist","45243",1
2980,45,"executive/managerial","91766",1
2981,45,"doctor/health care","52556",1
2982,25,"college/grad student","54902",1
2983,18,"college/grad student","97850",1
2984,25,"college/grad student","48105",1
2985,18,"college/grad student","97333",1
2986,25,"college/grad student","24060",1
2987,18,"college/grad student","15213",1
2988,18,"doctor/health care","92122",0
2989,35,"programmer","97330",1
2990,35,"programmer","45243",1
2991,50,"academic","48105",1
2992,18,"college/grad student","14853",1
2993,18,"unemployed","12133",1
2994,35,"customer service","95008",1
2995,25,"scientist","97333",1
2996,18,"other or not specified","63011",1
2997,35,"self-employed","45238",0
2998,25,"academic","45241",0
2999,25,"executive/managerial","33813",1
3000,25,"college/grad student","55408",1
3001,18,"college/grad student","94704",1
3002,45,"lawyer","90028",1
3003,18,"scientist","94606",1
3004,18,"college/grad student","02138",0
3005,25,"technician/engineer","94133",1
3006,18,"college/grad student","45750",1
3007,35,"other or not specified","33174",1
3008,18,"college/grad student","94403",1
3009,35,"clerical/admin","55112",0
3010,25,"programmer","78759",1
3011,25,"academic","10003",1
3012,25,"programmer","78660",1
3013,45,"technician/engineer","97124",1
3014,35,"executive/managerial","06430",1
3015,56,"doctor/health care","62707",1
3016,18,"programmer","78759",1
3017,35,"homemaker","85255",0
3018,35,"other or not specified","45242",1
3019,50,"programmer","97330",1
3020,35,"executive/managerial","60302",0
3021,45,"scientist","78750",0
3022,25,"technician/engineer","78730",1
3023,25,"executive/managerial","92108",0
3024,35,"technician/engineer","14302",1
3025,35,"other or not specified","90004",0
3026,18,"college/grad student","45750",0
3027,18,"college/grad student","85719",1
3028,1,"K-12 student","12701",1
3029,18,"college/grad student","92037",1
3030,35,"academic","48103",1
3031,18,"college/grad student","48135",1
3032,25,"other or not specified","47303",1
3033,18,"college/grad student","02906",1
3034,18,"academic","33143",0
3035,25,"executive/managerial","90230",0
3036,56,"retired","14843",1
3037,25,"artist","97333",0
3038,35,"artist","97401",0
3039,50,"clerical/admin","33611",0
3040,25,"farmer","22046",1
3041,25,"college/grad student","97333",1
3042,56,"academic","49042",1
3043,18,"artist","90069",1
3044,35,"self-employed","77301",1
3045,45,"academic","90631",1
3046,1,"college/grad student","46311",1
3047,25,"college/grad student","94117",0
3048,18,"artist","02066",1
3049,50,"other or not specified","02421",0
3050,35,"programmer","94025",1
3051,18,"technician/engineer","94063",1
3052,35,"programmer","10036",1
3053,25,"clerical/admin","55102",0
3054,18,"college/grad student","44056",1
3055,25,"clerical/admin","98501",0
3056,25,"tradesman/craftsman","10309",1
3057,25,"programmer","55438",0
3058,18,"programmer","55123",1
3059,35,"other or not specified","75023",1
3060,35,"academic","92705",0
3061,45,"artist","29440",1
3062,18,"college/grad student","03106",1
3063,18,"college/grad student","03106",1
3064,35,"technician/engineer","90026",1
3065,18,"college/grad student","48135",0
3066,18,"college/grad student","61801",1
3067,25,"other or not specified","02148",0
3068,35,"homemaker","66204",0
3069,18,"college/grad student","97470",1
3070,18,"college/grad student","10708",0
3071,25,"academic","02115",1
3072,50,"academic","55126",1
3073,25,"other or not specified","90028",1
3074,25,"other or not specified","23451",1
3075,25,"lawyer","06107",0
3076,35,"technician/engineer","30024",1
3077,18,"college/grad student","43202",1
3078,35,"academic","02155",0
3079,25,"academic","55410",0
3080,25,"writer","55410",1
3081,25,"executive/managerial","77252",1
3082,35,"doctor/health care","45459",0
3083,50,"other or not specified","97403",0
3084,25,"self-employed","01581",1
3085,25,"college/grad student","78703",1
3086,18,"programmer","98105",1
3087,1,"academic","90802",0
3088,25,"college/grad student","87110",0
3089,45,"self-employed","93448",1
3090,25,"artist","90004",1
3091,25,"other or not specified","19107",0
3092,35,"scientist","98108",1
3093,45,"writer","89134",0
3094,35,"other or not specified","30030",1
3095,25,"clerical/admin","06810",0
3096,45,"clerical/admin","38028",0
3097,25,"customer service","10021",0
3098,25,"college/grad student","55112",1
3099,25,"technician/engineer","20910",1
3100,25,"doctor/health care","91423",0
3101,18,"scientist","91101",1
3102,25,"programmer","34170",1
3103,25,"writer","64112",1
3104,18,"technician/engineer","02118",1
3105,35,"programmer","98166",1
3106,25,"other or not specified","33142",1
3107,25,"technician/engineer","92656",1
3108,50,"doctor/health care","22039",1
3109,25,"lawyer","43201",0
3110,25,"other or not specified","10002",1
3111,18,"college/grad student","56520",1
3112,18,"programmer","98133",1
3113,25,"K-12 student","55414",1
3114,18,"customer service","65211",1
3115,35,"technician/engineer","48323",1
3116,25,"programmer","98034",1
3117,35,"other or not specified","83704",1
3118,25,"other or not specified","77025",1
3119,45,"academic","37027",1
3120,18,"college/grad student","55414",1
3121,25,"artist","32118",1
3122,25,"executive/managerial","22209",0
3123,25,"artist","90401",1
3124,25,"programmer","30337",1
3125,25,"executive/managerial","10025",1
3126,25,"artist","32118",1
3127,25,"other or not specified","10003",0
3128,18,"artist","10012",1
3129,25,"executive/managerial","21117",1
3130,25,"executive/managerial","32835",1
3131,25,"artist","90036",0
3132,35,"executive/managerial","98467",1
3133,18,"college/grad student","33720",1
3134,18,"college/grad student","55455",1
3135,25,"scientist","12345",1
3136,25,"college/grad student","72801",0
3137,25,"lawyer","11217",1
3138,35,"technician/engineer","46229",1
3139,56,"retired","89128",1
3140,25,"college/grad student","78728",0
3141,25,"sales/marketing","81679",1
3142,25,"writer","85719",1
3143,50,"self-employed","90272",0
3144,25,"executive/managerial","85260",0
3145,18,"college/grad student","02138",1
3146,25,"other or not specified","31605",1
3147,25,"sales/marketing","49355",1
3148,18,"writer","72837",1
3149,18,"college/grad student","92602",1
3150,25,"clerical/admin","92831",0
3151,25,"other or not specified","92870",0
3152,18,"college/grad student","61801",1
3153,25,"college/grad student","73160",0
3154,25,"college/grad student","95616",0
3155,25,"executive/managerial","55112",1
3156,35,"executive/managerial","07663",1
3157,25,"programmer","92880",1
3158,25,"scientist","15217",1
3159,25,"scientist","15213",0
3160,25,"technician/engineer","77521",1
3161,25,"executive/managerial","55408",1
3162,25,"academic","08854",1
3163,18,"scientist","95616",1
3164,18,"programmer","55118",1
3165,35,"executive/managerial","60611",1
3166,18,"college/grad student","32607",1
3167,25,"artist","77056",1
3168,35,"customer service","94546",0
3169,50,"other or not specified","23518",1
3170,25,"other or not specified","08461",1
3171,50,"clerical/admin","10128",0
3172,18,"programmer","55408",1
3173,25,"programmer","55317",1
3174,18,"sales/marketing","10018",0
3175,35,"self-employed","10014",1
3176,25,"technician/engineer","95129",1
3177,25,"doctor/health care","94132",0
3178,35,"customer service","44313",0
3179,18,"writer","02125",0
3180,25,"sales/marketing","07430",1
3181,25,"programmer","07436",1
3182,25,"programmer","12866",1
3183,50,"executive/managerial","60510",1
3184,25,"tradesman/craftsman","21214",0
3185,18,"executive/managerial","55337",1
3186,50,"academic","92122",1
3187,35,"programmer","32935",1
3188,56,"retired","55344",1
3189,25,"self-employed","90292",1
3190,1,"technician/engineer","97062",1
3191,25,"programmer","27707",1
3192,18,"college/grad student","02912",1
3193,25,"other or not specified","92019",1
3194,25,"scientist","92648",1
3195,18,"college/grad student","80228",1
3196,18,"college/grad student","45219",0
3197,18,"sales/marketing","94110",0
3198,25,"programmer","94110",1
3199,18,"other or not specified","57106",1
3200,25,"academic","98144",0
3201,45,"executive/managerial","35216",1
3202,18,"college/grad student","24060",0
3203,35,"other or not specified","90254",1
3204,45,"self-employed","80304",1
3205,35,"self-employed","80304",0
3206,18,"writer","44089",1
3207,35,"executive/managerial","60610",1
3208,25,"sales/marketing","30342",1
3209,25,"other or not specified","21555",1
3210,45,"other or not specified","02115",0
3211,50,"self-employed","20015",1
3212,25,"technician/engineer","11215",0
3213,25,"academic","83705",0
3214,56,"executive/managerial","10019",0
3215,50,"retired","55447",0
3216,35,"academic","54481",1
3217,35,"other or not specified","92630",0
3218,56,"doctor/health care","48070",1
3219,18,"college/grad student","54302",0
3220,35,"executive/managerial","54016",1
3221,25,"other or not specified","19106",1
3222,35,"executive/managerial","10583",1
3223,25,"writer","10014",1
3224,25,"sales/marketing","93428",0
3225,18,"other or not specified","15237",1
3226,35,"college/grad student","10027",1
3227,25,"sales/marketing","60657",0
3228,25,"sales/marketing","05448",1
3229,56,"academic","93105",0
3230,35,"self-employed","92630",1
3231,25,"executive/managerial","55112",1
3232,35,"programmer","92821",1
3233,50,"artist","60660",1
3234,1,"other or not specified","90012",0
3235,18,"college/grad student","87801",1
3236,18,"scientist","87111",1
3237,35,"executive/managerial","05401",1
3238,35,"executive/managerial","10069",1
3239,25,"programmer","07730",0
3240,18,"college/grad student","55403",1
3241,50,"other or not specified","20004",0
3242,50,"retired","94089",1
3243,25,"programmer","98117",1
3244,18,"college/grad student","92647",0
3245,18,"artist","08820",1
3246,35,"academic","85258",0
3247,35,"scientist","92649",1
3248,25,"executive/managerial","94115",0
3249,25,"college/grad student","92648",0
3250,25,"college/grad student","90069",1
3251,35,"technician/engineer","15330",1
3252,50,"other or not specified","76067",1
3253,35,"college/grad student","26505",0
3254,35,"doctor/health care","95843",0
3255,25,"scientist","91902",0
3256,25,"scientist","92111",1
3257,25,"sales/marketing","94105",1
3258,45,"doctor/health care","02339",1
3259,18,"college/grad student","95616",0
3260,25,"college/grad student","44514",1
3261,45,"writer","87505",1
3262,25,"sales/marketing","55391",1
3263,50,"lawyer","66048",1
3264,25,"academic","94536",0
3265,25,"scientist","53704",1
3266,25,"college/grad student","95616",0
3267,25,"college/grad student","78705",1
3268,25,"programmer","04106",1
3269,18,"writer","45220",0
3270,18,"lawyer","45220",1
3271,35,"other or not specified","92704",0
3272,35,"other or not specified","08330",1
3273,35,"executive/managerial","11201",1
3274,25,"writer","02062",1
3275,35,"executive/managerial","10028",1
3276,25,"writer","55391",1
3277,25,"technician/engineer","94107",1
3278,35,"executive/managerial","10014",1
3279,45,"scientist","92880",1
3280,25,"executive/managerial","33486",1
3281,25,"technician/engineer","79705",1
3282,45,"clerical/admin","20009",1
3283,35,"self-employed","66208",1
3284,25,"doctor/health care","48197",1
3285,25,"college/grad student","44706",1
3286,35,"executive/managerial","80013",0
3287,56,"retired","27514",1
3288,25,"sales/marketing","94133",1
3289,45,"doctor/health care","95695",1
3290,25,"sales/marketing","90292",1
3291,25,"executive/managerial","27516",0
3292,50,"doctor/health care","79410",0
3293,45,"sales/marketing","37343",1
3294,18,"college/grad student","78749",1
3295,18,"tradesman/craftsman","92123",1
3296,18,"sales/marketing","90292",1
3297,18,"college/grad student","91325",1
3298,1,"K-12 student","20876",1
3299,25,"college/grad student","19119",0
3300,35,"customer service","19119",1
3301,25,"artist","85719",0
3302,25,"technician/engineer","74074",1
3303,56,"technician/engineer","06405",1
3304,45,"customer service","92649",0
3305,56,"writer","94708",1
3306,45,"sales/marketing","60045",1
3307,50,"doctor/health care","90640",1
3308,18,"writer","15701",0
3309,25,"technician/engineer","20707",1
3310,45,"sales/marketing","12561",1
3311,25,"college/grad student","90039",1
3312,18,"college/grad student","90039",0
3313,35,"writer","90292",1
3314,25,"executive/managerial","06516",1
3315,25,"programmer","78731",1
3316,1,"unemployed","92557",1
3317,25,"college/grad student","78705",1
3318,56,"retired","30047",1
3319,56,"retired","92308",0
3320,25,"academic","56082",1
3321,35,"academic","95380",1
3322,18,"college/grad student","68516",0
3323,35,"sales/marketing","11784",1
3324,35,"technician/engineer","48083",1
3325,35,"sales/marketing","39180",0
3326,45,"executive/managerial","64138",1
3327,18,"programmer","91423",1
3328,56,"unemployed","91790",1
3329,50,"tradesman/craftsman","72601",1
3330,35,"academic","47933",0
3331,25,"executive/managerial","06854",0
3332,25,"executive/managerial","06854",1
3333,18,"self-employed","29404",1
3334,35,"other or not specified","09142",1
3335,25,"other or not specified","10023",1
3336,35,"technician/engineer","93436",1
3337,25,"college/grad student","97214",1
3338,45,"self-employed","08053",1
3339,25,"technician/engineer","44118",1
3340,45,"self-employed","48097",1
3341,25,"writer","91730",1
3342,25,"customer service","92705",0
3343,18,"college/grad student","79912",0
3344,35,"other or not specified","08902",1
3345,25,"executive/managerial","18655",1
3346,35,"executive/managerial","54016",1
3347,35,"executive/managerial","91362",0
3348,45,"self-employed","94546",1
3349,18,"college/grad student","92054",0
3350,18,"other or not specified","20815",0
3351,18,"customer service","92870",0
3352,35,"other or not specified","30533",1
3353,35,"technician/engineer","92688",1
3354,25,"executive/managerial","18615",1
3355,25,"academic","40006",1
3356,35,"executive/managerial","95031",1
3357,25,"tradesman/craftsman","64055",1
3358,25,"academic","91790",0
3359,25,"writer","22936",1
3360,25,"other or not specified","92646",0
3361,25,"college/grad student","91790",1
3362,25,"other or not specified","90212",0
3363,35,"homemaker","04046",0
3364,56,"retired","17033",1
3365,50,"technician/engineer","23059",1
3366,35,"sales/marketing","08750",1
3367,50,"self-employed","10025",1
3368,25,"sales/marketing","55435",1
3369,45,"tradesman/craftsman","14701",1
3370,18,"college/grad student","92833",1
3371,25,"artist","55405",1
3372,56,"retired","55118",1
3373,18,"self-employed","94709",1
3374,35,"customer service","64801",1
3375,25,"college/grad student","89193",1
3376,35,"self-employed","10803",1
3377,25,"technician/engineer","03570",1
3378,18,"college/grad student","48135",1
3379,35,"academic","20037",1
3380,50,"other or not specified","20815",1
3381,25,"other or not specified","96671",1
3382,1,"K-12 student","55305",0
3383,56,"self-employed","03070",1
3384,35,"executive/managerial","91304",1
3385,25,"homemaker","32212",0
3386,18,"college/grad student","55414",1
3387,18,"academic","94706",1
3388,25,"academic","92646",0
3389,18,"other or not specified","13603",1
3390,45,"writer","02476",0
3391,18,"college/grad student","48135",1
3392,50,"doctor/health care","08108",1
3393,35,"programmer","60563",1
3394,35,"executive/managerial","90069",1
3395,25,"executive/managerial","02134",1
3396,25,"programmer","15217",1
3397,25,"customer service","55414",1
3398,18,"writer","30033",1
3399,25,"college/grad student","14623",1
3400,25,"sales/marketing","08742",1
3401,35,"executive/managerial","76109",1
3402,35,"writer","30306",1
3403,35,"customer service","48342",1
3404,25,"farmer","95380",1
3405,35,"sales/marketing","92084",1
3406,25,"executive/managerial","85214",0
3407,45,"customer service","60050",0
3408,25,"technician/engineer","14830",1
3409,25,"college/grad student","48127",1
3410,35,"academic","20653",1
3411,18,"college/grad student","02139",1
3412,25,"tradesman/craftsman","85213",1
3413,25,"technician/engineer","92084",0
3414,25,"technician/engineer","75146",1
3415,35,"executive/managerial","80129",1
3416,25,"programmer","20850",1
3417,18,"artist","14616",0
3418,18,"clerical/admin","22305",0
3419,45,"academic","16801",1
3420,25,"executive/managerial","48105",0
3421,45,"executive/managerial","94501",1
3422,25,"customer service","43221",1
3423,25,"executive/managerial","84088",1
3424,25,"doctor/health care","92111",1
3425,18,"writer","48135",1
3426,25,"writer","90046",1
3427,25,"sales/marketing","78267",1
3428,45,"academic","47933",1
3429,25,"executive/managerial","94602",0
3430,45,"academic","15208",0
3431,45,"doctor/health care","48867",0
3432,25,"programmer","27410",1
3433,18,"programmer","55113",1
3434,18,"college/grad student","48867",1
3435,45,"academic","48867",1
3436,35,"other or not specified","98503",1
3437,25,"other or not specified","37203",0
3438,25,"other or not specified","78735",0
3439,18,"technician/engineer","76116",1
3440,56,"technician/engineer","32822",1
3441,25,"sales/marketing","94109",0
3442,18,"programmer","20878",1
3443,35,"technician/engineer","48219",0
3444,50,"sales/marketing","33401",1
3445,35,"writer","92009",0
3446,25,"executive/managerial","30620",1
3447,25,"programmer","94131",1
3448,18,"clerical/admin","60640",0
3449,25,"sales/marketing","02142",1
3450,25,"customer service","78251",1
3451,25,"lawyer","94117",0
3452,25,"sales/marketing","07702",1
3453,35,"executive/managerial","07981",1
3454,18,"other or not specified","92122",1
3455,25,"other or not specified","07701",0
3456,25,"technician/engineer","54401",1
3457,25,"writer","19083",1
3458,45,"other or not specified","02131",1
3459,18,"college/grad student","76266",1
3460,1,"college/grad student","10012",1
3461,35,"other or not specified","95409",1
3462,25,"college/grad student","73160",0
3463,25,"scientist","80301",1
3464,25,"sales/marketing","78251",0
3465,25,"sales/marketing","45383",1
3466,25,"sales/marketing","94306",1
3467,25,"sales/marketing","55421",1
3468,25,"writer","94546",1
3469,45,"technician/engineer","02176",1
3470,35,"technician/engineer","49887",1
3471,18,"college/grad student","80302",1
3472,25,"doctor/health care","33156",1
3473,35,"self-employed","02472",0
3474,35,"lawyer","10538",1
3475,25,"sales/marketing","33133",1
3476,50,"other or not specified","44126",1
3477,50,"academic","10024",0
3478,25,"executive/managerial","10019",1
3479,18,"college/grad student","78626",1
3480,25,"other or not specified","59405",1
3481,18,"college/grad student","94122",1
3482,50,"technician/engineer","08043",1
3483,45,"executive/managerial","30260",0
3484,18,"college/grad student","28403",1
3485,25,"other or not specified","94121",1
3486,18,"other or not specified","98225",0
3487,18,"college/grad student","60611",1
3488,45,"technician/engineer","80228",1
3489,18,"college/grad student","60201",1
3490,25,"other or not specified","74136",1
3491,25,"self-employed","28542",1
3492,35,"executive/managerial","77005",1
3493,25,"technician/engineer","61350",1
3494,25,"academic","28607",1
3495,18,"college/grad student","94608",1
3496,35,"customer service","92867",1
3497,35,"artist","94109",0
3498,25,"technician/engineer","28052",1
3499,25,"clerical/admin","77006",1
3500,35,"executive/managerial","20650",1
3501,35,"executive/managerial","30309",0
3502,18,"executive/managerial","80503",0
3503,18,"college/grad student","59715",1
3504,18,"executive/managerial","02215",1
3505,25,"scientist","55455",0
3506,18,"programmer","80503",1
3507,25,"other or not specified","02472",1
3508,18,"college/grad student","02151",1
3509,18,"college/grad student","02115",1
3510,18,"college/grad student","02142",0
3511,50,"other or not specified","88004",1
3512,18,"technician/engineer","02140",1
3513,25,"self-employed","01890",1
3514,18,"programmer","30318",1
3515,35,"clerical/admin","55042",1
3516,18,"college/grad student","42101",1
3517,18,"programmer","53713",1
3518,18,"executive/managerial","11215",0
3519,25,"sales/marketing","11215",0
3520,25,"other or not specified","40515",1
3521,25,"other or not specified","53213",1
3522,18,"other or not specified","97469",1
3523,35,"executive/managerial","53404",1
3524,25,"other or not specified","83355",0
3525,18,"college/grad student","02142",0
3526,35,"artist","62263",1
3527,25,"other or not specified","53213",1
3528,35,"customer service","41144",1
3529,45,"academic","97361",0
3530,25,"other or not specified","77058",1
3531,25,"lawyer","55409",0
3532,35,"sales/marketing","10028",0
3533,25,"artist","55344",1
3534,35,"technician/engineer","68506",1
3535,45,"tradesman/craftsman","77630",1
3536,18,"college/grad student","57103",1
3537,1,"K-12 student","97402",1
3538,35,"other or not specified","40504",1
3539,25,"college/grad student","77006",0
3540,18,"technician/engineer","57106",1
3541,25,"clerical/admin","02494",1
3542,25,"scientist","14803",1
3543,25,"technician/engineer","60659",1
3544,25,"college/grad student","92507",0
3545,35,"programmer","92507",1
3546,25,"writer","41706",1
3547,35,"self-employed","94108",1
3548,45,"executive/managerial","92965",1
3549,35,"executive/managerial","60137",0
3550,25,"customer service","55447",1
3551,56,"other or not specified","98374",0
3552,35,"artist","02879",0
3553,35,"self-employed","61600",1
3554,25,"scientist","15203",1
3555,56,"executive/managerial","55430",1
3556,25,"technician/engineer","03038",1
3557,18,"customer service","48185",1
3558,18,"technician/engineer","66044",1
3559,18,"college/grad student","11364",1
3560,25,"doctor/health care","74105",0
3561,35,"sales/marketing","63304",1
3562,25,"doctor/health care","32812",0
3563,25,"artist","33133",1
3564,25,"lawyer","02169",1
3565,25,"tradesman/craftsman","53572",1
3566,45,"other or not specified","53818",1
3567,25,"sales/marketing","54915",1
3568,25,"other or not specified","98503",1
3569,18,"artist","48823",0
3570,35,"programmer","19050",1
3571,18,"college/grad student","10044",1
3572,35,"lawyer","04287",1
3573,1,"K-12 student","48867",1
3574,35,"doctor/health care","33314",0
3575,25,"tradesman/craftsman","54915",1
3576,50,"executive/managerial","68046",1
3577,56,"other or not specified","00231",0
3578,50,"clerical/admin","96714",1
3579,18,"other or not specified","32219",1
3580,18,"clerical/admin","32219",0
3581,18,"academic","57382",1
3582,35,"other or not specified","52405",0
3583,25,"homemaker","41075",0
3584,18,"other or not specified","76543",1
3585,35,"writer","60640",1
3586,35,"writer","60640",1
3587,35,"clerical/admin","93611",1
3588,25,"artist","90068",1
3589,45,"other or not specified","80010",0
3590,18,"scientist","02115",0
3591,35,"doctor/health care","96158",1
3592,56,"artist","99701",0
3593,25,"homemaker","53719",0
3594,1,"other or not specified","02322",1
3595,25,"other or not specified","85024",1
3596,35,"college/grad student","19104",0
3597,25,"technician/engineer","55446",1
3598,56,"academic","90210",1
3599,25,"self-employed","97378",1
3600,35,"writer","94506",1
3601,35,"clerical/admin","95405",0
3602,25,"programmer","55443",1
3603,35,"executive/managerial","78704",0
3604,1,"K-12 student","02879",0
3605,18,"programmer","60640",1
3606,25,"scientist","02445",0
3607,35,"technician/engineer","32506",1
3608,35,"homemaker","02879",0
3609,25,"technician/engineer","48239",0
3610,18,"doctor/health care","30064",1
3611,25,"artist","84321",1
3612,25,"sales/marketing","29609",1
3613,25,"other or not specified","37205",1
3614,25,"other or not specified","45458",1
3615,25,"technician/engineer","76028",1
3616,45,"other or not specified","33759",1
3617,35,"executive/managerial","49034",1
3618,56,"technician/engineer","22657",1
3619,50,"self-employed","97116",1
3620,25,"executive/managerial","94117",1
3621,18,"college/grad student","33023",1
3622,18,"academic","02446",1
3623,35,"lawyer","43209",1
3624,25,"programmer","60068",1
3625,18,"K-12 student","48439",1
3626,25,"technician/engineer","75075",1
3627,35,"academic","85287",0
3628,25,"executive/managerial","78731",1
3629,50,"executive/managerial","10022",0
3630,18,"college/grad student","77005",1
3631,18,"college/grad student","77005",1
3632,50,"lawyer","33881",1
3633,35,"tradesman/craftsman","60441",1
3634,50,"academic","88001",1
3635,50,"academic","60062",1
3636,25,"other or not specified","06708",1
3637,25,"doctor/health care","94127",1
3638,25,"artist","90038",1
3639,18,"college/grad student","78250",1
3640,35,"executive/managerial","02370",1
3641,25,"other or not specified","92008",1
3642,25,"executive/managerial","98188",0
3643,25,"technician/engineer","22302",1
3644,25,"lawyer","53711",0
3645,35,"technician/engineer","97232",1
3646,35,"writer","98106",1
3647,25,"executive/managerial","80202",1
3648,18,"college/grad student","85210",1
3649,25,"other or not specified","94115",0
3650,25,"other or not specified","60611",1
3651,25,"sales/marketing","98103",1
3652,25,"programmer","94608",1
3653,18,"scientist","96661",1
3654,25,"technician/engineer","94901",1
3655,25,"executive/managerial","94121",0
3656,45,"customer service","34610",0
3657,18,"technician/engineer","95121",1
3658,25,"executive/managerial","07090",0
3659,18,"college/grad student","29649",1
3660,35,"executive/managerial","15137",1
3661,35,"programmer","08852",1
3662,35,"self-employed","08753",1
3663,35,"homemaker","17055",0
3664,35,"academic","94043",0
3665,25,"other or not specified","95903",1
3666,45,"other or not specified","68144",1
3667,1,"K-12 student","10706",0
3668,45,"executive/managerial","33324",0
3669,25,"sales/marketing","60148",1
3670,45,"sales/marketing","55123",1
3671,25,"college/grad student","98102",1
3672,35,"customer service","08406",1
3673,25,"artist","10003",1
3674,25,"writer","29205",1
3675,35,"executive/managerial","06680",1
3676,35,"programmer","48109",0
3677,25,"programmer","06906",0
3678,25,"other or not specified","06880",1
3679,25,"college/grad student","68108",1
3680,25,"academic","94939",0
3681,25,"executive/managerial","29662",1
3682,50,"academic","10706",0
3683,25,"artist","30606",1
3684,25,"technician/engineer","83713",1
3685,25,"customer service","55100",1
3686,25,"executive/managerial","48070",1
3687,50,"academic","62221",0
3688,18,"doctor/health care","21202",1
3689,25,"other or not specified","80906",1
3690,18,"other or not specified","63116",1
3691,25,"executive/managerial","21030",1
3692,35,"technician/engineer","89147",1
3693,25,"scientist","94062",1
3694,25,"programmer","28227",1
3695,25,"artist","98502",1
3696,35,"executive/managerial","19149",1
3697,25,"scientist","68516",1
3698,25,"executive/managerial","53202",1
3699,56,"clerical/admin","30127",0
3700,25,"sales/marketing","10021",1
3701,35,"academic","92614",1
3702,35,"scientist","53095",1
3703,18,"programmer","97402",1
3704,35,"other or not specified","04255",0
3705,45,"executive/managerial","30076",1
3706,25,"programmer","46725",1
3707,18,"other or not specified","34744",0
3708,56,"executive/managerial","30097",1
3709,25,"programmer","89502",1
3710,1,"K-12 student","02818",1
3711,35,"other or not specified","32506",1
3712,25,"technician/engineer","60042",1
3713,25,"executive/managerial","22201",0
3714,25,"technician/engineer","92111",1
3715,18,"customer service","55428",1
3716,18,"programmer","36115",1
3717,35,"technician/engineer","94533",1
3718,50,"technician/engineer","07728",1
3719,25,"academic","39759",1
3720,45,"executive/managerial","43065",1
3721,25,"scientist","94065",1
3722,25,"tradesman/craftsman","80538",1
3723,25,"sales/marketing","53048",1
3724,35,"doctor/health care","77083",1
3725,18,"college/grad student","32608",1
3726,25,"technician/engineer","92882",1
3727,35,"executive/managerial","74401",1
3728,18,"college/grad student","07030",1
3729,18,"college/grad student","20037",1
3730,25,"academic","48911",1
3731,25,"technician/engineer","67443",1
3732,25,"technician/engineer","60153",1
3733,18,"college/grad student","02777",1
3734,18,"college/grad student","77840",1
3735,25,"other or not specified","10009",1
3736,35,"academic","44242",1
3737,25,"sales/marketing","37127",1
3738,45,"executive/managerial","01904",1
3739,56,"lawyer","48070",1
3740,18,"customer service","55116",1
3741,25,"other or not specified","96818",1
3742,25,"other or not specified","90266",1
3743,35,"executive/managerial","89128",0
3744,25,"other or not specified","60645",1
3745,25,"homemaker","49442",0
3746,25,"customer service","54703",1
3747,45,"retired","89109",1
3748,18,"college/grad student","02026",1
3749,25,"other or not specified","60664",0
3750,18,"college/grad student","94116",0
3751,35,"programmer","55555",0
3752,18,"academic","86314",0
3753,25,"executive/managerial","42518",1
3754,56,"executive/managerial","94612",1
3755,50,"sales/marketing","08810",0
3756,18,"programmer","53188",1
3757,25,"executive/managerial","92612",1
3758,35,"customer service","02021",0
3759,35,"doctor/health care","54751",1
3760,50,"other or not specified","55128",1
3761,25,"technician/engineer","27613",1
3762,50,"doctor/health care","11746",1
3763,25,"artist","98502",1
3764,25,"academic","06111",1
3765,50,"clerical/admin","34744",0
3766,18,"academic","45458",0
3767,25,"other or not specified","94305",1
3768,25,"college/grad student","86314",1
3769,25,"scientist","02446",1
3770,35,"clerical/admin","50322",0
3771,25,"academic","14982",1
3772,35,"technician/engineer","06074",1
3773,35,"doctor/health care","50265",1
3774,25,"other or not specified","52556",1
3775,35,"programmer","14619",1
3776,25,"college/grad student","50265",0
3777,18,"college/grad student","23112",1
3778,25,"other or not specified","61832",1
3779,45,"artist","98383",0
3780,1,"other or not specified","46979",1
3781,56,"lawyer","54401",0
3782,25,"other or not specified","94602",0
3783,25,"executive/managerial","97267",1
3784,25,"academic","98027",0
3785,25,"writer","93401",0
3786,25,"other or not specified","94115",0
3787,25,"other or not specified","94703",0
3788,18,"other or not specified","94587",0
3789,25,"other or not specified","94110",0
3790,25,"technician/engineer","94618",0
3791,50,"tradesman/craftsman","60516",1
3792,25,"doctor/health care","68108",1
3793,18,"college/grad student","21093",1
3794,18,"college/grad student","53211",0
3795,18,"college/grad student","91405",0
3796,45,"sales/marketing","02021",1
3797,25,"executive/managerial","02420",1
3798,25,"executive/managerial","48326",1
3799,18,"other or not specified","17844",1
3800,18,"academic","45458",1
3801,18,"programmer","36115",1
3802,18,"other or not specified","94520",1
3803,35,"homemaker","19006",0
3804,25,"doctor/health care","06511",1
3805,35,"academic","89031",0
3806,18,"college/grad student","55104",1
3807,35,"unemployed","32095",0
3808,25,"executive/managerial","60010",1
3809,35,"doctor/health care","20650",1
3810,50,"executive/managerial","20016",1
3811,25,"scientist","98103",1
3812,35,"technician/engineer","78749",1
3813,35,"executive/managerial","80910",1
3814,25,"scientist","98102",1
3815,25,"technician/engineer","53406",1
3816,25,"clerical/admin","90020",0
3817,35,"clerical/admin","20122",1
3818,45,"technician/engineer","32837",1
3819,25,"programmer","36115",1
3820,25,"technician/engineer","90804",1
3821,25,"writer","44313",1
